time_stamp	actual_pos_joint_4	actual_pos_joint_5	actual_pos_joint_3	actual_pos_joint_1	actual_pos_joint_2	actual_pos_joint_6	actual_vel_joint_4	actual_vel_joint_5	actual_vel_joint_3	actual_vel_joint_1	actual_vel_joint_2	actual_vel_joint_6	actual_acc_joint_4	actual_acc_joint_5	actual_acc_joint_3	actual_acc_joint_1	actual_acc_joint_2	actual_acc_joint_6	actual_time_from_start	desired_pos_joint_4	desired_pos_joint_5	desired_pos_joint_3	desired_pos_joint_1	desired_pos_joint_2	desired_pos_joint_6	desired_vel_joint_4	desired_vel_joint_5	desired_vel_joint_3	desired_vel_joint_1	desired_vel_joint_2	desired_vel_joint_6	desired_acc_joint_4	desired_acc_joint_5	desired_acc_joint_3	desired_acc_joint_1	desired_acc_joint_2	desired_acc_joint_6	desired_time_from_start
1504020458.398140907	-0.105845	0.776194	-0.811476	-0.0168738	0.791534	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0830688	0.788798	-0.788798	-0.00733173	0.828698	-1.5708	0.201176	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.418560028	-0.101243	0.776194	-0.811476	-0.0153398	0.793068	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0735473	0.788798	-0.788798	-0.00649135	0.828698	-1.5708	0.188527	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.438102960	-0.0981748	0.777728	-0.811476	-0.0153398	0.793068	-1.60454	0.0955044	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0735473	0.788798	-0.788798	-0.00649135	0.828698	-1.5708	0.188527	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.458045959	-0.0935728	0.777728	-0.809942	-0.0138058	0.791534	-1.60454	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.064666	0.788798	-0.788798	-0.00570748	0.828698	-1.5708	0.175851	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.478643894	-0.0905049	0.777728	-0.811476	-0.0138058	0.791534	-1.60454	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.064666	0.788798	-0.788798	-0.00570748	0.828698	-1.5708	0.175851	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.498197078	-0.0859029	0.776194	-0.811476	-0.0138058	0.791534	-1.60454	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.064666	0.788798	-0.788798	-0.00570748	0.828698	-1.5708	0.175851	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.518277883	-0.079767	0.776194	-0.809942	-0.0138058	0.793068	-1.60454	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0564239	0.788798	-0.788798	-0.00498003	0.828698	-1.5708	0.163195	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.538309097	-0.0736311	0.777728	-0.811476	-0.0138058	0.793068	-1.60301	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0564239	0.788798	-0.788798	-0.00498003	0.828698	-1.5708	0.163195	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.558039903	-0.0736311	0.777728	-0.811476	-0.0138058	0.793068	-1.60301	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0488176	0.788798	-0.788798	-0.00430869	0.828698	-1.5708	0.150601	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.578039884	-0.0674952	0.777728	-0.811476	-0.0138058	0.793068	-1.60454	0.238761	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0488176	0.788798	-0.788798	-0.00430869	0.828698	-1.5708	0.150601	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
